시나리오,블록(인텐트),해당 분야,기존 인텐트,발화,TE/TR,No. (TE/TR),삭제,비고
아이디비밀번호분실,이메일아이디,일반,,뭔지 모르겠음 가입한 이메일,TR,,FALSE,
아이디비밀번호분실,이메일아이디,일반,,어떤 건지 알려주시겠습니까 내 이메일 주소,TR,,FALSE,
아이디비밀번호분실,이메일아이디,일반,,아 어떤 걸로 가입했더라 이메일 말이야,TR,,FALSE,
아이디비밀번호분실,이메일아이디,일반,,어떻게 해 내 이메일 기억이 아예 안 나,TR,,FALSE,
아이디비밀번호분실,이메일아이디,일반,,가입한 이메일 기억 안 나면 어떠캐,TR,,FALSE,
아이디비밀번호분실,이메일아이디,일반,,나 이메일 기억 안 나는데 도와줄 수 있써,TR,,FALSE,
아이디비밀번호분실,이메일아이디,일반,,이메일 아이디 어디서 찾음,TR,,FALSE,
아이디비밀번호분실,이메일아이디,일반,,이메일 아이디 찾는 페이지,TR,,FALSE,
아이디비밀번호분실,이메일아이디,일반,,내 이메일 아이디 잊어먹었으면,TR,,FALSE,
아이디비밀번호분실,이메일아이디,일반,,이메일 아이디 잊어먹음,TR,,FALSE,
아이디비밀번호분실,이메일아이디,일반,,이메일 아이디 잊어먹어서 다시는 못 찾겠습니다,TR,,FALSE,
아이디비밀번호분실,이메일아이디,일반,,이메일 아이디 뭔지 가르쳐줘,TR,,FALSE,
아이디비밀번호분실,이메일아이디,일반,,이메일로 된 아이디 복구해주세요,TR,,FALSE,
아이디비밀번호분실,이메일아이디,일반,,이메일로 된 아이디 다시 복구하려면,TR,,FALSE,
아이디비밀번호분실,이메일아이디,일반,개인정보분실,제 이메일 아이디 복구하게 해주십시오,TR,,FALSE,
아이디비밀번호분실,이메일아이디,일반,개인정보분실,이메일 어떤 건지 기억이 안 나,TR,,FALSE,
아이디비밀번호분실,이메일아이디,일반,개인정보분실,어떤 이메일로 가입했는지 도통 생각이 안 나요,TR,,FALSE,
아이디비밀번호분실,이메일아이디,일반,개인정보분실,이메일 어떤 걸로 가입했는지 기억이 안 나네요,TR,,FALSE,
아이디비밀번호분실,이메일아이디,일반,개인정보분실,가입했던 이메일 어디서 찾는 거냐고요,TR,,FALSE,
아이디비밀번호분실,이메일아이디,일반,개인정보분실,내가 잃어버린 이메일 찾기,TR,,FALSE,
아이디비밀번호분실,이메일아이디,일반,개인정보분실,분실한 이메일 찾아줘,TR,,FALSE,
아이디비밀번호분실,이메일아이디,일반,개인정보분실,이메일을 분실했는데 찾을 수 있나요,TR,,FALSE,
아이디비밀번호분실,이메일아이디,일반,개인정보분실,이메일을 까먹었는데 찾아줄 수 있을까요,TR,,FALSE,
아이디비밀번호분실,이메일아이디,일반,개인정보분실,이메일 분실한 경우 찾아 주나요,TR,,FALSE,
아이디비밀번호분실,이메일아이디,일반,개인정보분실,이메일 뭐였는지 도통 생각이 안 나네요,TR,,FALSE,
아이디비밀번호분실,이메일아이디,일반,개인정보분실,어떤 이메일로 가입했는지 기억이 나질 않아,TR,,FALSE,
아이디비밀번호분실,이메일아이디,일반,개인정보분실,가입했던 이메일을 좀 찾고 싶은데 말이야,TR,,FALSE,
아이디비밀번호분실,이메일아이디,일반,개인정보분실,찾아주라 잃어버린 이메일,TR,,FALSE,
아이디비밀번호분실,이메일아이디,일반,개인정보분실,가입한 이메일이 기억이 안 나,TR,,FALSE,
아이디비밀번호분실,이메일아이디,일반,개인정보분실,멜주소가 찾는 방법,TR,,FALSE,
아이디비밀번호분실,이메일아이디,일반,개인정보분실,멜주소가 다시 찾는 법,TR,,FALSE,
아이디비밀번호분실,이메일아이디,일반,개인정보분실,이메일 어떤 걸로 했었지,TR,,FALSE,
아이디비밀번호분실,이메일아이디,일반,개인정보분실,이메일이 어떤 걸로 해서 가입했더라,TR,,FALSE,
아이디비밀번호분실,이메일아이디,일반,개인정보분실,가입한 이메일을 모르겠는데요,TR,,FALSE,
아이디비밀번호분실,이메일아이디,일반,개인정보분실,가입 당시 이메일을 찾는 방법,TR,,FALSE,
아이디비밀번호분실,이메일아이디,일반,개인정보분실,가입했었던 이메일 찾는 법,TR,,FALSE,
아이디비밀번호분실,이메일아이디,일반,개인정보분실,가입한 이멜 까먹음,TR,,FALSE,
아이디비밀번호분실,기본,일반,비밀번호_안내,비밀번호 변경,TE,,FALSE,
아이디비밀번호분실,기본,일반,비밀번호_안내,비밀번호 찾기,TE,,FALSE,
아이디비밀번호분실,기본,일반,비밀번호_안내,비밀번호 다시 설정하고 싶어요,TE,,FALSE,
아이디비밀번호분실,기본,일반,비밀번호_안내,비밀번호를 잊어 버렸어요,TE,,FALSE,
아이디비밀번호분실,기본,일반,비밀번호_안내,비번이 생각이 안나요,TE,,FALSE,
아이디비밀번호분실,기본,일반,비밀번호_안내,비번 다시 발급받고 싶은데,TE,,FALSE,
아이디비밀번호분실,기본,일반,비밀번호_안내,패스워드 5회 오류가 났어요,TE,,FALSE,
아이디비밀번호분실,기본,일반,비밀번호_안내,패스워드 어떻게 바꾸나요,TE,,FALSE,
아이디비밀번호분실,기본,일반,비밀번호_안내,아이디 비밀번호 재설정,TE,,FALSE,
아이디비밀번호분실,기본,일반,비밀번호_안내,아이디랑 비밀번호 변경,TE,,FALSE,
아이디비밀번호분실,기본,일반,비밀번호_안내,ID 비번 초기화,TE,,FALSE,
아이디비밀번호분실,기본,일반,비밀번호_안내,ID랑 패스워드 바꾸고 싶어요,TE,,FALSE,
아이디비밀번호분실,기본,일반,비밀번호_안내,아이디 뭐더라,TE,,FALSE,
아이디비밀번호분실,기본,일반,비밀번호_안내,아이디 까먹었어요,TE,,FALSE,
아이디비밀번호분실,기본,일반,비밀번호_안내,ID 바꿀래,TE,,FALSE,
아이디비밀번호분실,기본,일반,비밀번호_안내,ID 찾는 법,TE,,FALSE,
아이디비밀번호분실,기본,일반,비밀번호_안내,아이디 알려줘,TE,,FALSE,
아이디비밀번호분실,기본,일반,개인정보분실,계정을 잃어버렸어요,TE,,FALSE,
아이디비밀번호분실,기본,일반,개인정보분실,계정이 기억나지 않아요,TE,,FALSE,
아이디비밀번호분실,기본,일반,개인정보분실,아이디를 분실했어요,TE,,FALSE,
아이디비밀번호분실,기본,일반,비밀번호_안내,비밀번호 몇 번을 입력해도 틀리는데 어떡하죠,TR,,FALSE,비밀번호
아이디비밀번호분실,기본,일반,비밀번호_안내,비밀번호 좀 알려주라 이게 몇 번째냐,TR,,FALSE,비밀번호
아이디비밀번호분실,기본,일반,비밀번호_안내,비밀번호 알아낼 수 있는 방법이 대체 어디에 있니,TR,,FALSE,비밀번호
아이디비밀번호분실,기본,일반,비밀번호_안내,비번하고 아이디가 기억이 안나는데 뭐였지,TR,,FALSE,비밀번호
아이디비밀번호분실,기본,일반,비밀번호_안내,계속 비밀번호 5번 오류 뜨고 재확인하라고 하는데,TR,,FALSE,비밀번호
아이디비밀번호분실,기본,일반,비밀번호_안내,비번 5번이나 오류가 났는데 어떡하죠,TR,,FALSE,비밀번호
아이디비밀번호분실,기본,일반,비밀번호_안내,5회나 틀렸어 비번 입력 어떡해,TR,,FALSE,비밀번호
아이디비밀번호분실,기본,일반,비밀번호_안내,비번을 제가 모른다구요,TR,,FALSE,비밀번호
아이디비밀번호분실,기본,일반,비밀번호_안내,나는 비번을 설정한적이 없는데 어떻게 알아,TR,,FALSE,비밀번호
아이디비밀번호분실,기본,일반,비밀번호_안내,암호가 생각나지 않는데 어뜨케 찾지,TR,,FALSE,비밀번호
아이디비밀번호분실,기본,일반,비밀번호_안내,필요한 비밀번호를 모르겠는데 다시 설정할 수 있나요,TR,,FALSE,비밀번호
아이디비밀번호분실,기본,일반,비밀번호_안내,쓰는 비밀번호가 기억이 안나요,TR,,FALSE,비밀번호
아이디비밀번호분실,기본,일반,비밀번호_안내,비번 입력하라는데 모르겠어요,TR,,FALSE,비밀번호
아이디비밀번호분실,기본,일반,비밀번호_안내,비밀번호 입력하는데 계속 틀려서요,TR,,FALSE,비밀번호
아이디비밀번호분실,기본,일반,비밀번호_안내,계속해봐도 비밀번호 모르겠어,TR,,FALSE,비밀번호
아이디비밀번호분실,기본,일반,비밀번호_안내,비밀번호 계속 오류나는데 알려주세요,TR,,FALSE,비밀번호
아이디비밀번호분실,기본,일반,비밀번호_안내,비밀번호 맞게 입력했는데 이상하네요 계속 틀려요,TR,,FALSE,비밀번호
아이디비밀번호분실,기본,일반,비밀번호_안내,비밀번호가 뭐였는지 기억이 안나는데 알려줄 수 있나,TR,,FALSE,비밀번호
아이디비밀번호분실,기본,일반,비밀번호_안내,제 비밀번호 좀 알려주세요,TR,,FALSE,비밀번호
아이디비밀번호분실,기본,일반,비밀번호_안내,방금 입력한 비밀번호가 틀리다고 하는데 어떡해,TR,,FALSE,비밀번호
아이디비밀번호분실,기본,일반,비밀번호_안내,비밀번호 모름,TR,,FALSE,비밀번호
아이디비밀번호분실,기본,일반,비밀번호_안내,비밀번호가 자꾸 틀려요,TR,,FALSE,비밀번호
아이디비밀번호분실,기본,일반,비밀번호_안내,비밀번호가 틀리다고 도 다섯번이나 잘못했어요 왜 그런가여,TR,,FALSE,비밀번호
아이디비밀번호분실,기본,일반,비밀번호_안내,비밀번호를 까먹었는데 방법이 없네요,TR,,FALSE,비밀번호
아이디비밀번호분실,기본,일반,비밀번호_안내,아니 비밀번호 초기화할 수 있냐고,TR,,FALSE,비밀번호
아이디비밀번호분실,기본,일반,비밀번호_안내,패스워드를 알려주시면 감사하겠습니다,TR,,FALSE,비밀번호
아이디비밀번호분실,기본,일반,비밀번호_안내,패스워드를 분실했을 때는 어떻게 해야 하죠,TR,,FALSE,비밀번호
아이디비밀번호분실,기본,일반,비밀번호_안내,패스워드가 자꾸 오류가 나서 초기화 할래요,TR,,FALSE,비밀번호
아이디비밀번호분실,기본,일반,비밀번호_안내,왜 자꾸 패스워드가 틀리는 걸까,TR,,FALSE,비밀번호
아이디비밀번호분실,기본,일반,비밀번호_안내,패스워드가 생각이 않나면 사용할 수 없나요,TR,,FALSE,비밀번호
아이디비밀번호분실,기본,일반,비밀번호_안내,처음에 등록했던 암호가 하나도 기억이 안나요,TR,,FALSE,비밀번호
아이디비밀번호분실,기본,일반,비밀번호_안내,비번 기억안나니깐 빨리 알려줘,TR,,FALSE,비밀번호
아이디비밀번호분실,기본,일반,비밀번호_안내,모릅니다 몰라요 암호,TR,,FALSE,비밀번호
아이디비밀번호분실,기본,일반,비밀번호_안내,암호가 틀렸다고 합니다,TR,,FALSE,비밀번호
아이디비밀번호분실,기본,일반,비밀번호_안내,암호가 틀리다고 합니당,TR,,FALSE,비밀번호
아이디비밀번호분실,기본,일반,개인정보분실,아이디랑 비번이 뭐였는지 기억이 안 나요,TR,,FALSE,비밀번호
아이디비밀번호분실,기본,일반,개인정보분실,아이디비번 까먹음,TR,,FALSE,비밀번호
아이디비밀번호분실,기본,일반,개인정보분실,ID비밀번호 잃어버린 경우,TR,,FALSE,비밀번호
아이디비밀번호분실,기본,일반,개인정보분실,아이디랑 암호 뭐였는지 기억이 안 나,TR,,FALSE,비밀번호
아이디비밀번호분실,기본,일반,개인정보분실,아이디하고 패스워드 뭐였는지 생각이 안 나는데요,TR,,FALSE,비밀번호
아이디비밀번호분실,기본,일반,개인정보분실,아이디비번이 어떤 거였는지 모르겠어요,TR,,FALSE,비밀번호
아이디비밀번호분실,기본,일반,개인정보분실,비번 아이디를 잃어버린 경우에는 어쩌죠,TR,,FALSE,비밀번호
아이디비밀번호분실,기본,일반,개인정보분실,패스워드 ID 어떤 걸로 가입했는지 까먹었어요,TR,,FALSE,비밀번호
아이디비밀번호분실,기본,일반,개인정보분실,ID랑 패스워드가 생각이 안 나요,TR,,FALSE,비밀번호
아이디비밀번호분실,기본,일반,개인정보분실,가입할 때 무슨 ID 비밀번호였는지 생각이 안 나요,TR,,FALSE,비밀번호
아이디비밀번호분실,기본,일반,개인정보분실,내 아이디가 어떤 건지 기억이 안 나,TR,,FALSE,비밀번호
아이디비밀번호분실,기본,일반,개인정보분실,내가 설정했던 아이디 찾을 수 있나,TR,,FALSE,비밀번호
아이디비밀번호분실,기본,일반,개인정보분실,ID 분실 시 찾기 기능,TR,,FALSE,비밀번호
아이디비밀번호분실,기본,일반,개인정보분실,내 아이디가 뭐였지,TR,,FALSE,비밀번호
아이디비밀번호분실,기본,일반,개인정보분실,계정이 어떤 거였는지 까먹었어요,TR,,FALSE,아이디
아이디비밀번호분실,기본,일반,개인정보분실,계정이 뭐였는지 잃어버렸어요,TR,,FALSE,아이디
아이디비밀번호분실,기본,일반,개인정보분실,어떤 계정으로 가입했는지 기억이 안 나요,TR,,FALSE,아이디
아이디비밀번호분실,기본,일반,개인정보분실,계정을 잃어버린 경우에는 어떻게 하나요,TR,,FALSE,아이디
아이디비밀번호분실,기본,일반,개인정보분실,계정이 기억나지 않는데 어쩌죠,TR,,FALSE,아이디
아이디비밀번호분실,기본,일반,개인정보분실,가입한 계정을 잊었어,TR,,FALSE,아이디
아이디비밀번호분실,기본,일반,개인정보분실,가입한 계정 아이디를 모르겠어요,TR,,FALSE,아이디
아이디비밀번호분실,기본,일반,개인정보분실,어떤 아이디로 가입했는지 기억이 안 나,TR,,FALSE,아이디
아이디비밀번호분실,기본,일반,개인정보분실,가입했던 계정을 까먹었어요,TR,,FALSE,아이디
아이디비밀번호분실,기본,일반,개인정보분실,기억이 안 나요 가입했던 계정 아이디,TR,,FALSE,아이디
아이디비밀번호분실,기본,일반,개인정보분실,계정이 생각나질 않아요,TR,,FALSE,아이디
아이디비밀번호분실,기본,일반,개인정보분실,가입한 계정이 생각 안 나는 경우,TR,,FALSE,아이디
아이디비밀번호분실,기본,일반,개인정보분실,가입을 어떤 아이디로 했는지 기억이 안 나요,TR,,FALSE,아이디
아이디비밀번호분실,기본,일반,개인정보분실,아이디 어떤 걸로 가입했었는지 모르겠어,TR,,FALSE,아이디
아이디비밀번호분실,기본,일반,개인정보분실,가입했던 계정 어떤 건지 찾고 싶어요,TR,,FALSE,아이디
아이디비밀번호분실,기본,일반,개인정보분실,가입 계정을 찾고 싶습니다,TR,,FALSE,아이디
아이디비밀번호분실,기본,일반,개인정보분실,가입했던 아이디 찾아줘,TR,,FALSE,아이디
아이디비밀번호분실,기본,일반,개인정보분실,계정 찾기,TR,,FALSE,아이디
아이디비밀번호분실,기본,일반,개인정보분실,분실한 아이디 찾기,TR,,FALSE,아이디
아이디비밀번호분실,기본,일반,개인정보분실,계정 분실한 경우 찾기,TR,,FALSE,아이디
아이디비밀번호분실,기본,일반,개인정보분실,가입 계정 잃어버린 경우 찾기,TR,,FALSE,아이디
아이디비밀번호분실,기본,일반,개인정보분실,어떤 아이디로 가입했는지 까먹었어요,TR,,FALSE,아이디
아이디비밀번호분실,기본,일반,개인정보분실,계정 뭐였는지 기억이 안 나,TR,,FALSE,아이디
아이디비밀번호분실,기본,일반,개인정보분실,가입한 계정이 어떤 건지 모르겠어요,TR,,FALSE,아이디
아이디비밀번호분실,기본,일반,개인정보분실,아이디가 어떤 거였는지 모르겠는데요,TR,,FALSE,아이디
아이디비밀번호분실,기본,일반,개인정보분실,아이디 궁금해요 어떤 거였는지,TR,,FALSE,아이디
아이디비밀번호분실,기본,일반,개인정보분실,아이디를 잃어버린 경우 어떻게 찾나요,TR,,FALSE,아이디
아이디비밀번호분실,기본,일반,개인정보분실,아이디 찾기 기능,TR,,FALSE,아이디
아이디비밀번호분실,기본,일반,개인정보분실,아이디 찾고 싶어요,TR,,FALSE,아이디
아이디비밀번호분실,기본,일반,개인정보분실,아이디가 뭐였지,TR,,FALSE,아이디
아이디비밀번호분실,기본,일반,개인정보분실,계정이 뭐더라,TR,,FALSE,아이디
알림톡차단,기본,일반,A-알림서비스,안내거부,PT,,FALSE,
알림톡차단,기본,일반,A-알림서비스,그만보내세요,PT,,FALSE,
알림톡차단,기본,일반,A-알림서비스,일반 우편만 받고 싶어요,PT,,FALSE,
알림톡차단,기본,일반,A-알림서비스,너 차단,PT,,FALSE,
알림톡차단,기본,일반,A-알림서비스,알림톡 거부,PT,,FALSE,
알림톡차단,기본,일반,A-알림서비스,수신거부,PT,,FALSE,
알림톡차단,기본,일반,A-알림서비스,알림톡 보내지 마요,PT,,FALSE,
알림톡차단,기본,일반,A-알림서비스,카톡 보내지 말라니까,PT,,FALSE,
알림톡차단,기본,일반,알림톡차단_문의,광고 알림 끄기,TE,,FALSE,
알림톡차단,기본,일반,알림톡차단_문의,광고 보내지 마세요,TE,,FALSE,
알림톡차단,기본,일반,알림톡차단_문의,광고 차단,TE,,FALSE,
알림톡차단,기본,일반,알림톡차단_문의,광고 수신 차단,TE,,FALSE,
알림톡차단,기본,일반,알림톡차단_문의,tms 안받기,TE,,FALSE,
알림톡차단,기본,일반,알림톡차단_문의,알림톡 그만 보내주세요,TE,,FALSE,
알림톡차단,기본,일반,알림톡차단_문의,광고 끄기,TE,,FALSE,
알림톡차단,기본,일반,알림톡차단_문의,광고 거부,TE,,FALSE,
알림톡차단,기본,일반,알림톡차단_문의,알림 그만 보내,TE,,FALSE,
알림톡차단,기본,일반,알림톡차단_문의,문자 받기 중지,TE,,FALSE,
알림톡차단,기본,일반,알림톡차단_문의,안받고 싶어요,TE,,FALSE,
알림톡차단,기본,일반,알림톡차단_문의,알림 그만 받고 싶어요,TE,,FALSE,
알림톡차단,기본,일반,알림톡차단_문의,알림 끄기,TE,,FALSE,
알림톡차단,기본,일반,알림톡차단_문의,알림 보내지 마세요,TE,,FALSE,
알림톡차단,기본,일반,알림톡차단_문의,알림 문자 차단합니다,TE,,FALSE,
알림톡차단,기본,일반,알림톡차단_문의,안내 그만 받고 싶어요,TE,,FALSE,
알림톡차단,기본,일반,알림톡차단_문의,알림오는 거 해지해주세요,TE,,FALSE,
알림톡차단,기본,일반,알림톡차단_문의,카톡 차단,TE,,FALSE,
알림톡차단,기본,일반,알림톡차단_문의,알림 끄는 방법,TE,,FALSE,
알림톡차단,기본,일반,알림톡차단_문의,알림 필요없어요,TE,,FALSE,
알림톡차단,기본,일반,광고수신거부신청,광고 그만,TE,,FALSE,
알림톡차단,기본,일반,광고수신거부신청,마케팅 멈춰,TE,,FALSE,
알림톡차단,기본,일반,광고수신거부신청,광고는 수신 차단해,TE,,FALSE,
알림톡차단,기본,일반,광고수신거부신청,광고 안 받으려고,TE,,FALSE,
알림톡차단,기본,일반,광고수신거부신청,광고 안 보내면 안 되냐,TE,,FALSE,
알림톡차단,기본,일반,광고수신거부신청,마케팅 연락 그만해,TE,,FALSE,
알림톡차단,기본,일반,광고수신거부신청,광고 연락하지마,TE,,FALSE,
알림톡차단,기본,일반,광고수신거부신청,광고 내용 차단 바람,TE,,FALSE,
알림톡차단,기본,일반,광고수신거부신청,마케팅 광고 안 받게 해줘,TE,,FALSE,
알림톡차단,기본,일반,광고수신거부신청,마케팅 광고 그만해주라,TE,,FALSE,
알림톡차단,기본,일반,광고수신거부신청,마케팅 연락 여기까지 해,TE,,FALSE,
알림톡차단,기본,일반,광고수신거부신청,마케팅 광고 언제까지 할 거야,TE,,FALSE,
알림톡차단,기본,일반,광고수신거부신청,광고 문자 발송 중단,TE,,FALSE,
알림톡차단,기본,일반,광고수신거부신청,마케팅 거부로 변경했어요,TE,,FALSE,
알림톡차단,기본,일반,광고수신거부신청,마케팅 안 받는 방법,TE,,FALSE,
알림톡차단,기본,일반,광고수신거부신청,마케팅 광고 차단하는 절차 문의,TE,,FALSE,
알림톡차단,기본,일반,광고수신거부신청,마케팅 광고 차단 방법 요청,TE,,FALSE,
알림톡차단,기본,일반,광고수신거부신청,마케팅 광고 수신 거부 상태 확인해,TE,,FALSE,
알림톡차단,기본,일반,광고수신거부신청,마케팅 광고 수신 거부 URL 요청,TE,,FALSE,
알림톡차단,기본,일반,광고수신거부신청,마케팅 광고 안 받기 링크 보내,TE,,FALSE,
알림톡차단,기본,일반,A-알림서비스,메시지 보내지 마세요,TR,,FALSE,
알림톡차단,기본,일반,A-알림서비스,메시지 보내지마,TR,,FALSE,
알림톡차단,기본,일반,A-알림서비스,알림톡 받고 싶어요,TR,,FALSE,
알림톡차단,기본,일반,A-알림서비스,이메일 안내만 받고 싶어,TR,,FALSE,
알림톡차단,기본,일반,A-알림서비스,연락하지마,TR,,FALSE,
알림톡차단,기본,일반,A-알림서비스,거부함,TR,,FALSE,
알림톡차단,기본,일반,A-알림서비스,아따메 이런거좀 보내지 마요,TR,,FALSE,
알림톡차단,기본,일반,A-알림서비스,이런거 보내지 말랑께로,TR,,FALSE,
알림톡차단,기본,일반,A-알림서비스,카톡 좀 그만 보내여,TR,,FALSE,
알림톡차단,기본,일반,A-알림서비스,안내문거부,TR,,FALSE,
알림톡차단,기본,일반,A-알림서비스,그만보네요,TR,,FALSE,
알림톡차단,기본,일반,A-알림서비스,카톡 그만,TR,,FALSE,
알림톡차단,기본,일반,A-알림서비스,받는다 안했는데요,TR,,FALSE,
알림톡차단,기본,일반,A-알림서비스,하지마요,TR,,FALSE,
알림톡차단,기본,일반,A-알림서비스,연락하지 마세요,TR,,FALSE,
알림톡차단,기본,일반,A-알림서비스,안내 하지 말아요,TR,,FALSE,
알림톡차단,기본,일반,A-알림서비스,동의한적 없는데 왜 자꾸 보내요,TR,,FALSE,
알림톡차단,기본,일반,A-알림서비스,카톡으로는 안받을테니 조치해줘요,TR,,FALSE,
알림톡차단,기본,일반,알림톡차단_문의,광고 보내지말라고,TR,,FALSE,
알림톡차단,기본,일반,알림톡차단_문의,광고 그만보내라,TR,,FALSE,
알림톡차단,기본,일반,알림톡차단_문의,광고를 몇 번을 보내는 거에요,TR,,FALSE,
알림톡차단,기본,일반,알림톡차단_문의,광고 한 번만 더 오면 신고합니다,TR,,FALSE,
알림톡차단,기본,일반,알림톡차단_문의,광고 좀 제발 그만보내세요,TR,,FALSE,
알림톡차단,기본,일반,알림톡차단_문의,광고 그만 받기 어떻게 해요,TR,,FALSE,
알림톡차단,기본,일반,알림톡차단_문의,광고가 너무 많이와서요 차단하고 싶습니다,TR,,FALSE,
알림톡차단,기본,일반,알림톡차단_문의,tms 안받기 방법,TR,,FALSE,
알림톡차단,기본,일반,알림톡차단_문의,광고 그만,TR,,FALSE,
알림톡차단,기본,일반,알림톡차단_문의,하루에 광고를 몇 개를 보내는 거임,TR,,FALSE,
알림톡차단,기본,일반,알림톡차단_문의,광고 받고 싶지 않은데 어떻게해여,TR,,FALSE,
알림톡차단,기본,일반,알림톡차단_문의,광고 tms 멈추고 싶은데 어떻게 하나요,TR,,FALSE,
알림톡차단,기본,일반,알림톡차단_문의,광고 메세지 차단 부탁드립니다,TR,,FALSE,
알림톡차단,기본,일반,알림톡차단_문의,광고 문자 받기 싫음,TR,,FALSE,
알림톡차단,기본,일반,알림톡차단_문의,보내는 광고 어떻게 없애요,TR,,FALSE,
알림톡차단,기본,일반,알림톡차단_문의,없애는 방법 광고,TR,,FALSE,
알림톡차단,기본,일반,알림톡차단_문의,광고 어케 없앰,TR,,FALSE,
알림톡차단,기본,일반,알림톡차단_문의,광고성 문자 차단해줘,TR,,FALSE,
알림톡차단,기본,일반,알림톡차단_문의,광고를 받고 싶지 않은데 어떻게 해야하나요,TR,,FALSE,
알림톡차단,기본,일반,알림톡차단_문의,광고 제발 그만 보내라구요,TR,,FALSE,
알림톡차단,기본,일반,알림톡차단_문의,하루에 대체 광고를 몇 개 받는지 모르겠습니다,TR,,FALSE,
알림톡차단,기본,일반,알림톡차단_문의,광고 차단 문의합니다,TR,,FALSE,
알림톡차단,기본,일반,알림톡차단_문의,오는 모든 광고 문자 수신 차단 합니다,TR,,FALSE,
알림톡차단,기본,일반,알림톡차단_문의,광고 알림 안뜨게 하는 법,TR,,FALSE,
알림톡차단,기본,일반,알림톡차단_문의,보내는 광고들 그만 보내시면 안될까요,TR,,FALSE,
알림톡차단,기본,일반,알림톡차단_문의,이번 달만 광고가 몇개가 온줄 아세요,TR,,FALSE,
알림톡차단,기본,일반,알림톡차단_문의,광고 수신 거부할게요,TR,,FALSE,
알림톡차단,기본,일반,알림톡차단_문의,광고 수신 거부 설정은 어디서 하죠,TR,,FALSE,
알림톡차단,기본,일반,알림톡차단_문의,어디서 해요 광고 수신 차단,TR,,FALSE,
알림톡차단,기본,일반,알림톡차단_문의,광고를 끌 수가 있나요 너무 많이 와서,TR,,FALSE,
알림톡차단,기본,일반,알림톡차단_문의,광고 지겹다 꺼라,TR,,FALSE,
알림톡차단,기본,일반,알림톡차단_문의,광고만 도대체 몇 개냐,TR,,FALSE,
알림톡차단,기본,일반,알림톡차단_문의,광고를 너무 많이 보내서 다른 알림톡 문자 보기가 힘들어요,TR,,FALSE,
알림톡차단,기본,일반,알림톡차단_문의,광고성 메세지 안오게 해주세요,TR,,FALSE,
알림톡차단,기본,일반,알림톡차단_문의,광고성 문자만 안받는 방법 없나요,TR,,FALSE,
알림톡차단,기본,일반,알림톡차단_문의,광고가 왜 이렇게 많나요,TR,,FALSE,
알림톡차단,기본,일반,알림톡차단_문의,저한테 광고 보내지말아주세요,TR,,FALSE,
알림톡차단,기본,일반,알림톡차단_문의,광고성 문자 안받고 싶은데요 어떻게 해야하나요,TR,,FALSE,
알림톡차단,기본,일반,알림톡차단_문의,광고성 메세지만 안받으려구요,TR,,FALSE,
알림톡차단,기본,일반,알림톡차단_문의,광고성 문자만 차단하는 방법이 있나요,TR,,FALSE,
알림톡차단,기본,일반,알림톡차단_문의,알림톡에서 광고만 없애주세요,TR,,FALSE,
알림톡차단,기본,일반,알림톡차단_문의,광고 수신 중지하기,TR,,FALSE,
알림톡차단,기본,일반,알림톡차단_문의,거래관련 알림 외에 광고성 알림을 받고 싶지 않이여,TR,,FALSE,
알림톡차단,기본,일반,알림톡차단_문의,광고 받기 싫은데 어디서 해야 하나요,TR,,FALSE,
알림톡차단,기본,일반,알림톡차단_문의,광고 받고 싶지 않습니다 어디서 해지할 수 있나요,TR,,FALSE,
알림톡차단,기본,일반,알림톡차단_문의,채널에서 더이상 광고를 받고 싶지 않아요,TR,,FALSE,
알림톡차단,기본,일반,알림톡차단_문의,안내 좀 그만 보내줬음 합니다,TR,,FALSE,
알림톡차단,기본,일반,알림톡차단_문의,문자 좀 안오게 하는 법 알려주세여,TR,,FALSE,
알림톡차단,기본,일반,알림톡차단_문의,문자 안오면 좋겠습니다,TR,,FALSE,
알림톡차단,기본,일반,알림톡차단_문의,수신 동의 설정,TR,,FALSE,
알림톡차단,기본,일반,알림톡차단_문의,알람 안보내주셔도 돼요,TR,,FALSE,
알림톡차단,기본,일반,알림톡차단_문의,알림 문자 필요없어요,TR,,FALSE,
알림톡차단,기본,일반,알림톡차단_문의,알림이 오나요 끄고 싶어요,TR,,FALSE,
알림톡차단,기본,일반,알림톡차단_문의,알림오는 거 수신 거부,TR,,FALSE,
알림톡차단,기본,일반,알림톡차단_문의,알림 오는 거 차단함,TR,,FALSE,
알림톡차단,기본,일반,알림톡차단_문의,알림 차단 법을 알려주실 수 있을까요,TR,,FALSE,
알림톡차단,기본,일반,알림톡차단_문의,그냥 제가 필요할 때 들어가서 볼게요 알림 보내주지 마세요,TR,,FALSE,
알림톡차단,기본,일반,알림톡차단_문의,관련 문자 수신 안할게요,TR,,FALSE,
알림톡차단,기본,일반,알림톡차단_문의,알림 필요없으니까 꺼주세요,TR,,FALSE,
알림톡차단,기본,일반,알림톡차단_문의,관련한 알림 보내주실 필요 없어요,TR,,FALSE,
알림톡차단,기본,일반,알림톡차단_문의,알림 문자 필요없습니다,TR,,FALSE,
알림톡차단,기본,일반,알림톡차단_문의,관련한 광고 알림 수신거부 할게요,TR,,FALSE,
알림톡차단,기본,일반,알림톡차단_문의,관련된 모든 알림 차단,TR,,FALSE,
알림톡차단,기본,일반,알림톡차단_문의,관련 문자 받고 싶지 않아요,TR,,FALSE,
